Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission Grade Category,Previous Qualification Category,1st_sem_grade_cat,2nd_sem_grade_cat
1787,Single,7,1,9991,0,3,140.0,Portuguese,37,37,9,9,140.0,0,,0,1,Male,No Scholarship,27,0,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1788,Single,1,1,9070,1,1,116.0,Portuguese,3,3,0,1,108.7,1,,0,1,Male,No Scholarship,23,0,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Low
1789,Single,17,3,9254,1,1,118.0,Portuguese,19,1,4,4,115.9,1,,0,1,Male,Scholarship,18,0,0,6,7,6,12.14285714,0,0,6,8,6,11.33333333,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
1790,Married,39,1,9500,1,1,140.0,Portuguese,37,37,9,4,127.3,0,,0,1,Male,No Scholarship,26,0,0,8,8,7,13.07571429,0,0,8,8,7,13.07571429,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1791,Single,1,4,9147,1,1,146.0,Portuguese,3,1,3,10,138.7,0,,0,1,Male,No Scholarship,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,High,High,Low,Low
1792,Single,39,1,9991,0,1,150.0,Portuguese,3,5,2,2,135.8,0,,1,1,Male,No Scholarship,29,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,Dropout,High,High,Medium,Medium
1793,Single,17,1,9085,1,1,137.0,Portuguese,1,1,4,7,134.6,1,,0,1,Male,No Scholarship,22,0,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout,High,High,Low,Low
1794,Single,43,1,9500,1,1,136.0,Portuguese,19,37,173,183,118.4,1,,0,1,Female,No Scholarship,21,0,0,7,12,4,13.125,0,0,7,8,6,12.33333333,0,13.9,-0.3,0.79,Enrolled,Middle,High,Medium,Medium
1795,Single,1,3,9500,1,1,134.0,Portuguese,38,38,7,9,132.8,1,,0,1,Female,Scholarship,19,0,0,8,8,7,13.51285714,0,0,8,8,7,13.51285714,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1796,Single,1,1,9238,1,1,160.0,Portuguese,38,37,9,7,155.5,1,,0,1,Female,Scholarship,18,0,0,6,7,6,12.83333333,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1797,Single,1,3,9085,1,1,126.0,Portuguese,38,1,9,9,132.0,1,,0,1,Female,Scholarship,18,0,0,5,8,3,15.0,2,0,5,9,3,11.66666667,0,9.4,-0.8,-3.12,Dropout,High,High,Medium,Medium
1798,Single,39,1,9003,1,19,133.1,Portuguese,37,38,4,9,110.0,0,,1,0,Female,No Scholarship,40,0,0,6,12,5,12.8,0,0,6,16,3,13.33333333,0,11.1,0.6,2.02,Dropout,Middle,High,Medium,Medium
1799,Single,17,3,9254,1,1,114.0,Santomean,38,3,9,3,127.3,1,,1,0,Female,No Scholarship,20,1,0,6,14,3,12.33333333,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,High,Middle,Medium,Low
1800,Single,1,3,9500,1,1,139.0,Portuguese,3,1,4,1,126.0,1,,0,1,Male,No Scholarship,18,0,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,Dropout,High,High,Medium,Medium
1801,Single,43,2,8014,0,3,130.0,Portuguese,34,34,0,0,130.0,0,,0,1,Male,No Scholarship,31,0,8,12,21,12,12.33333333,0,6,10,13,7,13.28571429,2,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1802,Single,1,2,9147,1,1,131.0,Portuguese,1,1,9,9,118.8,0,,0,1,Male,Scholarship,18,0,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
1803,Single,43,2,9670,1,1,130.0,Portuguese,19,1,4,4,127.6,1,,0,1,Male,No Scholarship,22,0,4,6,6,6,11.83333333,0,0,6,11,4,11.14285714,0,10.8,1.4,1.74,Dropout,High,High,Medium,Medium
1804,Single,51,1,9147,1,19,133.1,Portuguese,19,19,9,5,112.1,0,,1,0,Male,No Scholarship,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,Middle,High,Low,Low
1805,Single,43,1,9991,0,3,130.0,Portuguese,3,1,2,9,130.0,0,,0,1,Male,No Scholarship,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,High,High,Low,Low
1806,Single,1,3,9119,1,1,117.0,Portuguese,1,1,3,5,111.1,0,,0,1,Male,Scholarship,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
1807,Single,17,1,9670,1,1,127.0,Portuguese,3,3,1,1,121.4,0,,0,1,Male,No Scholarship,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Middle,High,Low,Low
1808,Single,1,5,9119,1,1,131.0,Portuguese,1,19,4,7,126.8,0,,0,0,Male,Scholarship,18,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,Enrolled,High,High,Medium,Medium
1809,Single,51,1,9991,0,1,134.0,Portuguese,1,1,5,3,120.6,1,,0,1,Male,No Scholarship,27,0,2,6,6,6,12.33333333,0,0,5,5,5,13.0,0,11.1,0.6,2.02,Graduate,Middle,High,Medium,Medium
1810,Single,39,1,9254,1,1,130.0,Portuguese,37,37,9,9,126.5,0,,0,1,Male,No Scholarship,26,0,0,6,7,6,12.42857143,0,0,6,6,6,12.83333333,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1811,Single,1,6,9500,1,1,127.0,Portuguese,1,19,3,3,120.2,1,,0,1,Female,Scholarship,19,0,0,7,7,7,12.76571429,0,0,8,9,8,13.54444444,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
1812,Married,51,1,9500,1,1,130.0,Portuguese,37,37,5,5,120.0,0,,0,1,Male,No Scholarship,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout,Middle,High,Medium,Medium
1813,Single,1,2,9147,1,1,142.0,Portuguese,37,38,9,9,137.5,1,,0,1,Male,No Scholarship,19,0,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
1814,Single,18,1,9070,1,1,117.0,Portuguese,1,37,4,7,127.9,1,,0,1,Male,No Scholarship,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,High,Middle,Low,Low
1815,Single,39,1,9003,1,19,133.1,Portuguese,19,37,1,1,140.0,0,,1,1,Male,No Scholarship,24,0,0,6,10,6,14.88888889,0,0,6,11,6,13.72727273,0,16.2,0.3,-0.92,Enrolled,High,High,Medium,Medium
1816,Divorced,43,1,9991,0,1,164.0,Portuguese,37,37,6,6,131.8,0,,0,1,Female,No Scholarship,31,0,7,14,19,13,11.35714286,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1817,Single,43,1,9070,1,1,130.0,Portuguese,37,37,9,9,129.0,1,,0,1,Female,No Scholarship,25,0,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1818,Single,17,4,9773,1,1,127.0,Portuguese,2,37,9,9,115.8,1,,1,0,Female,No Scholarship,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Middle,High,Low,Low
1819,Single,17,3,9500,1,1,140.0,Portuguese,3,2,3,3,126.4,1,,0,1,Female,No Scholarship,18,0,0,7,7,7,13.88428571,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout,High,High,Medium,Medium
1820,Single,43,1,9085,1,1,130.0,Portuguese,19,38,4,9,130.0,1,,0,0,Female,No Scholarship,19,0,0,6,12,5,13.0,0,0,6,12,3,11.66666667,0,13.9,-0.3,0.79,Enrolled,High,High,Medium,Medium
1821,Single,1,3,9500,1,1,122.0,Portuguese,3,1,4,3,114.8,1,,0,1,Female,Scholarship,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled,Middle,Middle,Medium,Medium
1822,Single,17,1,9147,1,1,162.0,Portuguese,1,38,4,5,138.6,1,,0,1,Female,No Scholarship,19,0,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Enrolled,High,High,Medium,Low
1823,Single,39,1,9670,1,1,133.1,Portuguese,1,1,4,4,112.9,0,,0,1,Female,No Scholarship,24,0,0,6,12,2,11.66666667,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout,Middle,High,Medium,Medium
1824,Single,1,1,9238,1,1,120.0,Portuguese,3,3,3,3,111.6,0,,0,1,Female,No Scholarship,20,0,0,6,6,6,14.5,0,0,6,6,6,12.66666667,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1825,Single,17,1,9254,1,1,160.0,Portuguese,19,37,5,3,152.0,0,,0,1,Female,No Scholarship,18,0,0,6,7,6,14.71428571,0,0,6,7,6,14.16666667,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
1826,Single,1,1,9238,1,1,141.0,Portuguese,38,1,5,7,132.6,0,,0,1,Female,Scholarship,18,0,0,6,7,6,13.28571429,0,0,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
1827,Single,17,1,9085,1,1,125.0,Portuguese,1,38,4,9,118.4,1,,0,1,Female,No Scholarship,21,0,0,5,13,3,11.33333333,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled,Middle,Middle,Medium,Medium
1828,Single,7,1,9500,1,3,120.0,Portuguese,37,37,4,5,120.0,0,,1,0,Female,No Scholarship,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout,Middle,Middle,Low,Low
1829,Single,1,1,9147,1,1,128.0,Portuguese,38,37,5,6,122.1,0,,0,1,Female,Scholarship,18,0,0,5,11,4,11.57142857,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,Enrolled,Middle,High,Medium,Medium
1830,Single,1,1,9853,1,1,162.0,Portuguese,37,19,9,8,142.8,0,,1,1,Female,No Scholarship,18,0,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout,High,High,Medium,Medium
1831,Single,1,1,9238,1,1,130.0,Portuguese,1,1,4,4,124.8,0,,0,1,Female,Scholarship,18,0,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,Graduate,Middle,High,Medium,Medium
1832,Single,17,2,9147,1,1,134.0,Portuguese,37,19,9,8,126.3,1,,0,1,Female,Scholarship,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
1833,Single,1,1,9147,1,1,133.1,Portuguese,19,19,9,9,119.0,1,,0,0,Female,Scholarship,19,0,0,5,7,3,10.66666667,0,0,5,10,3,12.28571429,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
1834,Single,17,1,9500,1,1,137.0,Portuguese,19,38,3,9,124.9,0,,0,1,Female,Scholarship,19,0,0,7,11,6,13.8875,0,0,8,9,8,14.86444444,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
1835,Single,1,1,9238,1,1,133.1,Portuguese,38,38,191,192,118.0,0,,1,1,Female,Scholarship,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
1836,Married,43,1,8014,0,1,110.0,Portuguese,37,19,9,3,100.0,0,,0,1,Female,No Scholarship,34,0,9,11,17,9,12.33333333,0,3,7,12,7,12.14285714,0,9.4,-0.8,-3.12,Graduate,Middle,Middle,Medium,Medium
1837,Married,39,1,9500,1,1,133.1,Portuguese,37,37,9,9,109.0,1,,0,1,Female,No Scholarship,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled,Middle,High,Medium,Medium
1838,Single,17,3,9500,1,1,133.0,Portuguese,3,19,2,5,130.8,1,,0,1,Female,No Scholarship,19,0,0,8,8,8,13.4275,0,0,8,8,8,13.4275,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1839,Single,39,1,9070,1,1,130.0,Portuguese,1,19,4,4,110.0,1,,0,1,Female,No Scholarship,24,0,0,6,6,6,15.16666667,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate,Middle,High,High,High
1840,Single,10,1,9773,1,1,151.0,Cape Verdean,38,37,0,5,151.0,1,,0,1,Female,No Scholarship,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,High,High,Low,Low
1841,Single,17,1,9130,1,1,125.0,Portuguese,19,19,3,10,131.0,1,,0,1,Male,No Scholarship,19,0,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,High,Middle,Medium,Low
1842,Single,1,1,9147,1,1,158.0,Portuguese,1,38,3,6,155.2,0,,0,1,Male,Scholarship,18,0,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1843,Single,1,2,9147,1,1,128.0,Portuguese,3,1,3,3,121.0,1,,1,1,Male,No Scholarship,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled,Middle,High,Medium,Medium
1844,Single,1,6,9500,1,1,133.0,Portuguese,1,1,9,9,119.7,1,,1,1,Male,No Scholarship,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
1845,Single,1,1,9130,1,1,138.0,Portuguese,3,19,2,4,131.0,1,,0,1,Male,No Scholarship,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,Dropout,High,High,Medium,Medium
1846,Single,17,1,9003,1,1,126.0,Portuguese,37,3,5,2,116.9,0,,0,1,Male,No Scholarship,19,0,0,6,10,6,13.66666667,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout,Middle,High,Medium,Medium
1847,Married,39,1,9991,0,1,140.0,Portuguese,36,14,9,10,130.0,1,,0,1,Male,No Scholarship,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout,High,High,Medium,Low
1848,Single,1,2,9500,1,1,143.0,Portuguese,5,5,2,2,137.8,0,,0,1,Male,No Scholarship,19,0,0,7,10,6,13.49285714,0,0,8,9,8,12.68888889,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
1849,Single,43,3,9254,1,1,135.0,Portuguese,3,3,2,2,122.1,0,,0,1,Male,No Scholarship,19,0,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,Enrolled,Middle,High,Medium,Medium
1850,Single,7,1,9500,1,3,120.0,Portuguese,1,1,7,10,120.0,1,,0,0,Male,No Scholarship,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Middle,Middle,Low,Low
1851,Single,1,1,9119,1,1,148.0,Portuguese,19,38,9,7,133.0,0,,0,1,Male,No Scholarship,18,0,0,5,12,5,13.28571429,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout,High,High,Medium,Medium
1852,Single,1,1,9147,1,1,126.0,Portuguese,3,19,3,3,115.2,0,,0,1,Male,No Scholarship,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,Graduate,Middle,High,Medium,Medium
1853,Single,44,1,9003,1,39,160.0,Portuguese,3,3,2,10,160.0,1,,0,1,Male,No Scholarship,20,0,0,6,7,6,14.0,0,0,6,7,6,14.66666667,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
1854,Single,39,1,9085,1,1,140.0,Portuguese,37,37,90,90,106.3,0,,1,0,Male,No Scholarship,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,Middle,High,Medium,Medium
1855,Divorced,39,2,9670,1,19,133.1,Portuguese,19,1,90,90,103.0,0,,0,0,Male,No Scholarship,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Low
1856,Single,1,1,9070,1,1,136.0,Portuguese,3,3,9,9,136.0,1,,1,0,Female,Scholarship,19,0,0,6,6,6,11.83333333,0,0,6,8,6,12.875,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1857,Single,15,1,9238,1,1,150.0,Santomean,19,1,9,9,146.5,1,,1,0,Male,No Scholarship,22,1,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
1858,Single,17,3,9070,1,1,130.0,Portuguese,1,4,4,2,131.4,0,,0,1,Male,No Scholarship,20,0,0,6,6,6,14.16666667,0,0,6,8,6,12.33333333,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
1859,Married,42,1,9991,0,1,130.0,Portuguese,3,2,2,2,130.0,0,,0,1,Male,No Scholarship,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,Enrolled,High,High,Medium,Medium
1860,Married,39,1,9119,1,1,110.0,Portuguese,19,19,0,5,137.0,0,,1,1,Male,No Scholarship,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,High,Middle,Low,Low
1861,Single,39,1,9119,1,1,110.0,Portuguese,1,1,4,4,125.9,0,,0,1,Male,No Scholarship,34,0,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74,Enrolled,High,Middle,Low,Medium
1862,Single,1,1,9254,1,1,121.0,Portuguese,1,1,5,4,111.9,1,,0,0,Male,No Scholarship,20,0,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,Middle,Medium,Low
1863,Single,17,1,9070,1,1,127.0,Portuguese,37,38,9,5,131.2,1,,0,1,Male,No Scholarship,18,0,0,6,6,6,11.83333333,0,0,6,6,6,13.16666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1864,Single,1,1,9130,1,1,140.0,Portuguese,9,19,4,4,131.2,0,,0,1,Male,Scholarship,26,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
1865,Single,39,1,9991,0,1,130.0,Portuguese,1,1,3,7,140.0,0,,0,1,Male,No Scholarship,26,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
1866,Single,39,2,9147,1,1,130.0,Portuguese,19,19,5,9,121.5,0,,0,0,Male,No Scholarship,26,0,0,5,5,2,10.5,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Low
1867,Single,39,1,9991,0,1,100.0,Portuguese,37,37,9,6,153.5,0,,1,0,Male,No Scholarship,31,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,High,Middle,Low,Low
1868,Single,1,3,171,1,1,139.0,Portuguese,37,19,9,8,142.2,1,,0,1,Male,Scholarship,20,0,6,12,12,12,14.58333333,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,Graduate,High,High,Medium,Medium
1869,Single,1,1,9773,1,1,150.0,Portuguese,19,11,0,0,131.1,1,,0,1,Male,No Scholarship,19,0,0,6,6,6,11.66666667,0,0,6,10,3,12.66666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1870,Single,17,1,9670,1,1,133.1,Portuguese,34,3,7,2,130.6,1,,1,0,Male,No Scholarship,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
1871,Single,1,6,9500,1,1,119.0,Portuguese,1,1,4,4,115.0,1,,0,1,Male,Scholarship,20,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Dropout,Middle,Middle,Medium,Low
1872,Single,51,1,9500,1,1,170.0,Portuguese,1,1,4,10,125.0,0,,0,1,Male,No Scholarship,20,0,0,7,7,7,15.66,0,7,10,11,9,15.01111111,0,11.1,0.6,2.02,Graduate,Middle,High,High,High
1873,Single,39,1,8014,0,1,133.1,Portuguese,34,34,0,0,97.5,1,,0,1,Male,No Scholarship,29,0,0,6,10,0,0.0,1,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
1874,Single,1,4,9773,1,1,133.0,Portuguese,19,19,7,7,134.4,1,,0,1,Male,Scholarship,20,0,0,6,6,6,12.16666667,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1875,Single,1,1,9500,1,1,125.0,Portuguese,37,37,9,9,118.8,0,,0,1,Male,No Scholarship,24,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,Graduate,Middle,Middle,Medium,Medium
1876,Single,39,1,9556,1,19,133.1,Portuguese,42,1,3,7,110.5,0,,0,1,Male,No Scholarship,37,0,0,7,15,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout,Middle,High,Low,Low
1877,Single,1,5,9500,1,1,143.0,Portuguese,37,19,4,4,123.3,1,,0,1,Male,No Scholarship,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
1878,Single,1,2,171,1,1,127.0,Portuguese,2,19,5,5,139.6,1,,1,0,Male,Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,High,High,Low,Low
1879,Single,17,1,9500,1,1,157.0,Portuguese,19,3,4,9,138.8,0,,0,1,Male,No Scholarship,18,0,0,8,8,7,13.55714286,0,0,8,8,7,13.55714286,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
1880,Married,44,1,9119,1,39,160.0,Portuguese,37,37,9,9,160.0,0,,1,1,Male,No Scholarship,41,0,3,7,15,5,14.33333333,0,1,6,16,6,14.63636364,0,12.4,0.5,1.79,Enrolled,High,High,Medium,Medium
1881,Single,39,1,9003,1,1,140.0,Portuguese,37,37,9,4,140.0,0,,0,1,Male,No Scholarship,35,0,0,6,16,4,12.0,0,0,6,11,3,10.33333333,0,13.9,-0.3,0.79,Dropout,High,High,Medium,Medium
1882,Single,17,1,9254,1,1,128.0,Portuguese,19,38,9,9,118.2,0,,0,1,Female,No Scholarship,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Middle,High,Low,Low
1883,Single,1,1,171,1,1,145.0,Portuguese,1,19,10,5,150.6,1,,0,1,Male,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,High,High,Low,Low
1884,Married,39,1,9500,1,1,133.1,Portuguese,37,37,191,172,115.2,0,,0,1,Female,No Scholarship,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,Enrolled,Middle,High,Medium,Medium
1885,Single,1,1,9500,1,1,132.0,Portuguese,19,2,9,3,126.0,1,,0,1,Female,No Scholarship,19,0,0,7,7,6,12.18333333,0,0,7,7,6,12.18333333,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1886,Single,44,1,9003,1,39,160.0,Portuguese,37,37,9,7,160.0,1,,0,0,Male,No Scholarship,30,0,4,9,18,6,11.83333333,0,1,8,21,4,11.0,0,15.5,2.8,-4.06,Dropout,High,High,Medium,Medium
1887,Married,43,1,9773,1,1,160.0,Portuguese,37,37,5,0,160.0,0,,1,0,Male,No Scholarship,51,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout,High,High,Low,Low
1888,Single,10,1,9085,1,1,184.4,Cape Verdean,2,19,2,8,184.4,0,,0,1,Female,No Scholarship,18,1,0,6,8,6,15.0,0,0,6,10,5,14.33333333,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
1889,Single,1,1,171,1,1,149.0,Portuguese,1,1,9,3,156.0,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,High,High,Low,Low
1890,Single,1,1,171,1,1,146.0,Portuguese,40,43,4,4,150.2,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,High,High,Low,Low
1891,Single,1,5,9500,1,1,139.0,Portuguese,38,37,7,7,126.3,1,,0,1,Female,Scholarship,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1892,Single,1,1,9130,1,1,152.0,Portuguese,2,22,4,3,146.1,1,,0,1,Female,No Scholarship,18,0,0,5,8,4,13.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,High,High,Medium,Low
1893,Single,1,1,171,1,1,147.0,Portuguese,2,3,4,8,145.3,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,High,High,Low,Low
1894,Single,18,1,171,1,1,121.0,Portuguese,1,1,4,3,116.8,1,,0,1,Female,No Scholarship,23,0,15,17,18,17,11.5,0,16,17,17,17,12.17647059,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1895,Single,1,1,9070,1,1,124.0,Portuguese,19,19,7,9,132.1,1,,0,1,Female,No Scholarship,19,0,0,6,10,2,10.5,0,0,6,6,3,11.0,0,7.6,2.6,0.32,Enrolled,High,Middle,Medium,Medium
1896,Single,1,1,9085,1,1,105.0,Portuguese,19,37,8,8,102.6,0,,0,1,Female,No Scholarship,21,0,0,6,13,4,12.0,0,0,6,17,2,11.5,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
1897,Single,1,1,9773,1,1,121.0,Portuguese,3,3,2,2,112.3,1,,1,0,Female,No Scholarship,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,Dropout,Middle,Middle,Medium,Medium
1898,Single,1,1,171,1,1,143.0,Portuguese,12,12,4,1,155.3,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,High,High,Low,Low
1899,Single,53,1,9085,1,42,150.0,Portuguese,3,1,2,8,153.8,1,,0,1,Female,No Scholarship,21,0,7,11,15,10,14.5,0,4,9,15,8,14.0,0,8.9,1.4,3.51,Graduate,High,High,Medium,Medium
1900,Single,43,1,9773,1,1,126.0,Portuguese,1,37,3,0,110.0,0,,1,1,Female,No Scholarship,20,0,0,6,7,6,13.33333333,0,0,6,8,6,12.66666667,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
